loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
-0.44130050475377136,-0.395989391180086,-0.4136996581523865,-0.4427417027531922,-0.5247125332125653,-0.45728835617161384,0.3097671536113526,-0.6869919257400311,-0.4578806926352041,-0.2561870612862259,-0.4723597425502936,-0.2561880911417413,-0.4377183699898252,-0.45959654486548324,-0.5031949652686958,-0.06740296744351705,-0.5181728771446035,-0.43893557991941656,-0.5322009374812544,-0.5084010395997242,-0.41227099964128955,0
-0.5491449380113765,-0.5065574967572393,-0.4136996581523865,-0.4427417027531922,-0.5669704341173941,-0.48490493551276276,0.43213670908263613,-0.7180778866578128,-0.6890596015910495,-0.25806501435161877,-0.48871745398638666,-0.25806516874527746,-0.10291008442425745,-0.45959654486548324,-0.5031949652686958,-0.06740296744351705,-0.6178407705833973,-0.5766392317102538,-0.5668723488380745,-0.562001428936179,-0.5351618458495229,0
-0.5275760513598555,-0.5065574967572393,-0.4136996581523865,-0.4427417027531922,-0.6007767548412573,-0.505599572302412,2.1453104856806067,-0.8735076912467212,-0.7955577506605963,-0.2594718792157601,-0.5050751654224797,-0.2594729769479296,-0.4377183699898252,-0.45959654486548324,-0.5506414462393048,-0.06740296744351705,-1.1161802377773664,-0.6592614227847562,-0.6015437601948945,-0.5941616625380518,-0.5351618458495229,0
-0.4844382780568134,-0.395989391180086,-0.4136996581523865,-0.4427417027531922,-0.5204867431220823,-0.45593572973947744,0.0650280426687853,-0.6130073387557107,-0.5511315109668317,-0.2552542487132627,-0.4560020311142007,-0.2552544026696981,-0.4377183699898252,-0.28103404500560203,-0.40830200332747757,-0.06740296744351705,-0.4185049837058097,-0.49401704063575147,-0.5183323729385264,-0.5191211174670152,-0.41227099964128955,0
-0.247180524890082,-0.395989391180086,-0.4136996581523865,-0.27337300062346276,-0.3641325097742155,-0.34282439793471253,-0.24089584600942376,-0.41281375044519664,-0.13371071693082767,-0.239851422776585,-0.3578557624976426,-0.23985218062827945,-0.4377183699898252,-0.3524590449495545,-0.5031949652686958,-0.06740296744351705,0.07983448348815944,-0.24615046741224442,-0.33804103388306217,-0.40120026092681466,-0.41227099964128955,0
-0.26874941154160303,-0.2854212856029328,-0.4136996581523865,-0.10400429849373335,-0.37258408995518133,-0.3513125395128963,-0.24089584600942376,-0.4090834351350628,-0.1815050082205754,-0.24071639810964254,-0.3578557624976426,-0.2407167519017428,-0.10291008442425745,0.754628454181709,0.11360928734922224,-0.06740296744351705,-0.1195013033894282,-0.24615046741224442,-0.37271244523988223,-0.3690400273249418,-0.2893801534330561,1
0.16262832148881776,0.4885554534371399,0.3588330159701494,0.06536440363599608,-0.026069302535584555,-0.05664259746096719,-0.6691892901589164,0.6248356249903562,-0.16566016165169162,-0.11280850756215974,-0.06341695664796855,-0.11280870672641558,0.00869267743093182,0.7189159542097328,0.7304135399671402,-0.06740296744351705,1.3755170981924791,0.1118790272439324,-0.019064049400317747,-0.0367176134389222,0.2021832313998774,0
-0.3550249581476872,-0.395989391180086,-0.4136996581523865,-0.27337300062346276,-0.5416156935744968,-0.4748286900264026,1.2275388196459796,-0.8200398384681368,-0.34514850557134236,-0.25830079423212515,-0.48871745398638666,-0.25830162231936626,-0.4377183699898252,-0.45959654486548324,-0.4557484842980867,-0.06740296744351705,-1.0165123443385726,-0.5215577709939189,-0.5460695020239825,-0.5298411953343061,-0.41227099964128955,0
-0.22561163823856095,0.04628303112852694,0.8738547987185067,-0.27337300062346276,0.39228391642222127,0.19756902847507693,-0.7915588456302002,1.8620568695180673,-0.2630670053128624,0.14302600119188613,0.18194871489342646,0.1430255723607073,-0.32611560813463597,-0.24532154503362577,-0.26596256041565036,-0.06740296744351705,0.7775097375597162,-0.19106900669590954,0.514875685494711,0.19912409964147879,0.07929238519164403,0
-0.5060071647083344,-0.5065574967572393,-0.4136996581523865,-0.4427417027531922,-0.571196224207877,-0.4904413943098877,1.533462708324189,-0.8424217303289396,-0.5482742435527707,-0.258953567672727,-0.5050751654224797,-0.25895399166736527,-0.2145128462794467,-0.3881715449215308,-0.40830200332747757,-0.06740296744351705,-1.0165123443385726,-0.5766392317102538,-0.5738066311094385,-0.562001428936179,-0.5351618458495229,0
-0.3765938447992082,-0.17485318002577954,-0.4136996581523865,0.06536440363599608,-0.3768098800456642,-0.35254468909682624,-0.3632654014807074,-0.312095237071584,-0.30202974277733075,-0.23776221093825842,-0.3578557624976426,-0.23776290109927897,-0.10291008442425745,-0.17389654508967328,0.16105576831983132,-0.06740296744351705,-0.019833409950634387,-0.24615046741224442,-0.3935152920539743,-0.3475998715903599,-0.16648930722482275,0
-0.3118871848446451,-0.2854212856029328,0.10132212459597074,-0.4427417027531922,-0.45709989176483906,-0.4210412535225827,0.12621282040442716,-0.6341457921798023,-0.24228687866514598,-0.2529845642178285,-0.42328660824201464,-0.2529856609408764,-0.4377183699898252,-0.45959654486548324,-0.40830200332747757,-0.06740296744351705,-0.6178407705833973,-0.43893557991941656,-0.44205526795352235,-0.47624080599785135,-0.2893801534330561,0
-0.5060071647083344,-0.395989391180086,-0.4136996581523865,-0.27337300062346276,-0.5204867431220823,-0.4581316941090592,0.0650280426687853,-0.6130073387557107,-0.5677556122850048,-0.25542145033138175,-0.4723597425502936,-0.25542173904520715,-0.4377183699898252,-0.3881715449215308,-0.4557484842980867,-0.06740296744351705,-0.6178407705833973,-0.49401704063575147,-0.5322009374812544,-0.4976809617324332,-0.41227099964128955,0
